"EventDate","CaclEventStartTime2","CalcEventEndTime2","CalcEventType","EventTitleName","EventLocation","EventDescription","Latitude","Longitude"
"April 7, 2011",21:17:00,22:17:00,"D","Deep-Fried Liquid Nitrogen Ice Cream","Random Hall (NW61)","What happens when you subject ice-cream to a 400K temperature gradient? Om Nom Nom!!! Pun not intended.","42.362035","-71.098074"
"April 7, 2011",21:30:00,00:00:00,"*","CPW Welcome Festival ","Johnson Athletics Center (W34)","MIT students welcome you to the community! Experience what makes us unique and what MIT students do for fun. ","42.35859148547117","-71.09604835510254"
"April 7, 2011",22:00:00,00:00:00,"F","Poker Night @ LCA","Lambda Chi Alpha, 99 Bay State Rd., Boston","Come enjoy a night of Texas Hold 'em with the brothers of Lambda Chi Alpha. Challenge us and other prefrosh for the grand prize. Snacks and drinks provided. ","42.35034","-71.097491"
"April 7, 2011",22:00:00,00:00:00,"F","Learn to DJ","Zeta Psi, 233 Mass Ave., Cambridge","Zeta Psi's talented DJs, Tasty Treats & Kid Couto will teach you how to beat match, perform harmonic mixing, create interesting transitions and remix/mashup live music.","42.36175467493218","-71.09716415405273"
"April 7, 2011",22:00:00,01:00:00,"D","Horizon","Baker House (W7), Dining Hall","Come kick off CPW with one of the hottest parties of the evening! Dance to the beats of DJ Bass and DJ Nite while you get a small taste of what it's like to party at Baker! ","42.356763","-71.095785"
"April 7, 2011",22:00:00,02:00:00,"F","TDChillin ","Theta Delta Chi, 372 Memorial Dr., Cambridge","Not going out to party tonight? Waiting for the party at TDC tomorrow? Then come and chill with the brothers tonight. There will be enough snacks to go around. Chill with music, games, and movies on our roofdeck.","42.356355751762926","-71.09648287296295"
"April 7, 2011",22:00:00,23:00:00,"A","Late Night Pasta Dinner with Experimental Study Group","Room 24-612","Get fueled up for the first night of our Firehose events. Come early to 24-612 for a late-night pasta dinner at 10pm, and learn more about the Experimental Study Group! Starting at 11pm, MIT students will be running classes all night on awesome and totally random topics, and you can't learn if you're hungry!  ","42.360692368411385","-71.09187752008438"
"April 7, 2011",22:00:00,23:59:00,"D","EPIC MEAL TIIIIIIMMMMMEEEEE!!!!!!!","New House (W70), House 5, 2nd Floor Lounge","BACON! And meat. But mostly BACON!!! Come eat deep fried mystery concoctions and even create some of your own!","42.35492071764883","-71.10083341598511"
"April 7, 2011",22:00:00,23:59:00,"D","Music and Food in the Lounge","New House (W70), House 2, 5th Floor Lounge","We have a really chill atmosphere and really friendly people, so come on over and get some free food, listen to good music, and meet the people of New House 2. ","42.35530921078188","-71.10047399997711"
"April 7, 2011",22:17:00,02:17:00,"D","Movies on the Roofdeck","Random Hall (NW61)","A literal moonlight showing of ""Inception"",""The Waterboy"" and a surprise finale feature. Ridiculous amounts of popcorn included. In case of inclement weather the event will be moved indoors. Rain Location: AiW.","42.362035","-71.098074"
"April 7, 2011",22:30:00,00:00:00,"D","Ice Cream and Videogames! ","New House (W70), House 6, Study Lounge","Ever play Super Smash Bros? Ever have all you can eat ice cream? Ever done both at once? Come to compete in a Super Smash Bros tournament of epic proportions! Or come for ice cream of fantastic flavors! Or both! Challenge your newfound friends to a round of animated violence and bowl of dairy goodness. BE THERE!! ","42.35478593375587","-71.10207796096802"
"April 7, 2011",22:30:00,02:00:00,"D","SUGAR HIGH DANCE PARTY","Burton-Conner House (W51), Porter Room","Can you feel the bass, class of 2015? Come dance it up and consume enough sugar to power you through the rest of this crazy weekend. And did we mention glowsticks?","42.35616547288084","-71.0973572731018"
"April 7, 2011",23:00:00,00:00:00,"ACO","FIREHOSE: Your Classical Intuition is Wrong!","6th floor of Building 24","Do you think you have a good grasp of physics? Come learn about the predictions of quantum mechanics (and the experiments that validate these predictions) which violate your fundamental beliefs about the universe!","42.36065669362698","-71.09170317649841"
"April 7, 2011",23:00:00,00:00:00,"ACO","FIREHOSE: Education through World of Warcraft","Building 24, 6th Floor","Do you play WoW? Have you heard of WoW? Have you ever thought that an MMO can be used for education? Come, learn, discuss. Come hang out, eat our food, and take classes until stupid late.","42.360660657492915","-71.09171390533447"
"April 7, 2011",23:00:00,01:00:00,"D","Movie Night","New House (W70), House 3, 5th Floor Lounge","Testosterone-charged Spartan warriors face off against the greatest threat to freedom since the aliens in Independence Day. Leonidas and his gang exist in a fantasy world where blood drips in slo-mo and abs come in sets of eight. So come. It'll be awesome.","42.35500396637953","-71.10051155090332"
"April 7, 2011",23:00:00,01:00:00,"F","Midnight Snack","Theta Chi, 528 Beacon St., Boston","You name it, we've got it. Mountains of delicious dino-nuggets, curly fries, taquitos, tater-tots, sweet potato fries, wings, bagel bites, and more await you as part of our nightly take on fourthmeal. Get ready to experience the year-round glory that is Midnight Snack!","42.350553","-71.090956"
"April 7, 2011",23:00:00,02:00:00,"F","AEPI CIDERNIGHT","Alpha Epsilon Pi, 155 Bay State Rd., Boston","Hot apple cider, homemade banana bread, lots of other baked goodies, and some fun games make this late night event a can't-miss... 5th stop on Saferide Boston West, or call us at 847-902-0863 for a ride.",,
"April 7, 2011",23:00:00,02:00:00,"F","Steak and Shake","Phi Kappa Sigma, 530 Beacon St., Boston","It s never too late for an obscene amount of protein and sugar. Drop by Skullhouse for your last meal of the night, hot off the grill, icy cold from the blender.","42.350578","-71.090941"
"April 7, 2011",23:00:00,02:30:00,"D","Game Night at Next","Next House (W71), Dining Hall","First of the late night Next House activities! Come here to play mafia, Twister, card games, board games, and more! All in the Dining Hall!","42.35453222211426","-71.10212087631226"
"April 7, 2011",23:00:00,04:00:00,"ACO","FIREHOSE: The EAPS Rapid Fire Class","Building 24, 6th Floor","Come get hit with a string of mini-lectures on mind-blowing topics from Course 12 - Earth, Atmospheric, and Planetary Sciences. Hurricanes? Check. Meteorites? Check. Fractals? Check?!? Come get hooked on MIT's sweetest undiscovered major. (Yes, we mean tasty, too... shhhhh!)","42.36067254908922","-71.09170317649841"
"April 7, 2011",23:00:00,14:00:00,"F","ADPhi Outdoor Movie Night","Alpha Delta Phi, 351 Massachusetts Ave., Cambridge","Join us on our patio as we borrow the walls of other buildings to screen some of our favorite movies of all time! There will be food, drinks and enough couches to fill a furniture store!","42.36288831058794","-71.09905242919922"
"April 7, 2011",23:00:00,23:59:00,"D","Cocoa!","East Campus Courtyard (between Buildings 62 and 64)","Join the Fourth East hall of East Campus for their nightly cocoa tradition. If you come to MIT, you could do this every night!","42.360192919586375","-71.08840942382812"
"April 7, 2011",23:30:00,01:00:00,"F","The Original Midnight Buffet","Kappa Sigma, 407 Memorial Dr., Cambridge","Not thinking about calling it a night, were you? Drop by the Kappa Sig stoop instead for some fried food and other snacks. Or maybe some pick-up basketball or that last game of Dance Central. ","42.35613375967781","-71.09736800193787"
"April 7, 2011",23:30:00,02:00:00,"F","Midnight Wiffleball","Phi Kappa Sigma, 530 Beacon St., Boston","Join us for a night-time game of wiffle ball. Meet up at our house by 11:45 pm. We'll head to campus while the night is still young.","42.350578","-71.090941"
"April 7, 2011",23:45:00,02:00:00,"F","Phi Sig Roof Cinema","Phi Sigma Kappa, 487 Commonwealth Ave., Boston","Enjoy a movie on our roof deck overlooking the heart of Kenmore Square, the famous CITGO sign, and Fenway Park. Third stop Saferide Boston East.","42.349264","-71.094216"
"April 7, 2011",23:59:00,01:00:00,"F","Wings & Wiiings","Theta Chi, 528 Beacon St., Boston","Stop by for an onslaught of chicken wings (bone-in and boneless, in all kinds of flavors) and energy drinks to get you fueled up for your crazy night ahead. Start CPW with the brothers of Theta Chi.","42.350553","-71.090956"
"April 7, 2011",23:59:00,02:00:00,"F","Ultimate","Meet in Lobby 10","Have you found yourself with nothing to do late at night? Come out and play ultimate with the brothers of Sigma Phi Epsilon! We ll even provide a glow-in-the-dark disc and light sticks!","42.359051307364425","-71.09164953231812"
"April 7, 2011",23:59:00,02:00:00,"D","Dessert Night at Next - Featuring Midnight Pancakes!","Next House (W71), Country Kitchen","Smores, ice cream, fondue, chocolate covered strawberries, midnight pancakes - all in the environment of rocking music, awesome Nexties, and the Next House Country Kitchen!","42.35459565012068","-71.10214233398438"
"April 8, 2011",00:00:00,01:00:00,"ACO","FIREHOSE: The Principle of Least Action","Building 24, 6th Floor","Come learn about the principle of least action! The integral of an interesting quantity called the Lagrangian, the kinetic energy minus the potential energy, is the action of the path. It provides an alternative formulation of mechanics to Newton's laws.","42.360660657492915","-71.09174609184265"
"April 8, 2011",00:00:00,01:00:00,"CO","FIREHOSE: Duct Tape Crafts","Building 24, 6th Floor","Duct tape - it holds the universe together, and now it can hold your bag, your flower, your bridge, your virus, and your hat together... Come hang out, eat our food, and take classes until stupid late.","42.36067651295414","-71.09170317649841"
"April 8, 2011",00:00:00,01:30:00,"D","Classic Video Games","New House (W70), House 2, 5th Floor Lounge","Want some video game throwback? Come to the lounge and play old school faves like MarioKart, Super Mario and Zelda....with snacks and soda, of course.","42.35530128237458","-71.10047936439514"
"April 8, 2011",00:00:00,02:00:00,"D","Midnight Mafia","New House (W70), French House (House 5), 5th Floor Lounge","The mafia wins every time - will you be the townsperson to expose them? Hilarious fun to be found.","42.35488107535739","-71.10085487365723"
"April 8, 2011",00:00:00,02:00:00,"ACO","FIREHOSE: Group Theory with Power Tools","Building 24, 6th Floor","Power tools require no knowledge of group theory. IN FACT, POWER TOOLS CREATE GROUP THEORY. Is mathematics as awesome as power tools? TRICK QUESTION, THEY'RE ONE AND THE SAME. Take action to see group action in action! WITH POWER TOOLS.","42.36064876589434","-71.09168708324432"
"April 8, 2011",00:00:00,02:00:00,"CO","FIREHOSE: Origami Construction, Inc.","Building 24, 6th Floor","OC Inc. is a supplier of creations involving structural business cards and a complete lack of glue. We work pre-frosh for long hours on fiendish projects. Come hang out, eat our food, and take classes until stupid late.","42.360664621358595","-71.0916817188263"
"April 8, 2011",00:00:00,02:00:00,"CO","FIREHOSE: Baking Cookies!","Building 24, 6th Floor","Come join us in the kitchen as we bake cookies together! Come hang out, eat our food, and take classes until stupid late.","42.360660657492915","-71.09167635440826"
"April 8, 2011",00:00:00,02:00:00,"ACO","FIREHOSE: Quantum Mechanics for Fun and Profit!","Building 24, 6th Floor","Quantum mechanics: it's weird, it's awesome, it's fact. We'll build a mathematical framework with linear algebra, and then talk physics. Everyone should come, because it'll be totally awesome! Come hang out, eat our food, and take classes until stupid late.","42.360660657492915","-71.09175682067871"
"April 8, 2011",00:00:00,02:00:00,"D","Late-night Card Games and Snacks","East Campus (62), Talbot Lounge","This is about the time when we are stuck on our psets and start getting distracted. Like with card games! Especially Tarot, Euchre, and Bridge. Caffeine will be provided in case you're not nocturnal yet. ","42.360224630740916","-71.08873128890991"
